Device-ID/User-ID,Timestamp,Reminder Type,Scheduled Time,Reminder Sent (Yes/No),Acknowledged (Yes/No),
D3395,1/10/2025 16:46,Hydration,6:30:00,Yes,Yes,
D3396,1/30/2025 20:10,Hydration,6:00:00,No,No,
D3397,1/4/2025 12:25,Exercise,16:30:00,No,No,
D3398,1/20/2025 17:54,Appointment,18:00:00,No,No,
D3399,1/25/2025 22:14,Hydration,11:30:00,No,No,
D3400,1/26/2025 2:51,Appointment,12:30:00,Yes,Yes,
D3401,1/14/2025 16:50,Hydration,16:30:00,Yes,No,
D3402,1/20/2025 4:32,Exercise,13:00:00,Yes,Yes,
D3403,1/4/2025 16:48,Medication,7:00:00,No,No,
D3404,1/1/2025 19:21,Appointment,19:00:00,Yes,Yes,
D3405,1/16/2025 0:31,Exercise,16:30:00,No,No,
D3406,1/15/2025 13:19,Medication,22:30:00,No,No,
D3407,1/4/2025 19:45,Medication,15:00:00,Yes,Yes,
D3408,1/6/2025 0:32,Hydration,16:30:00,Yes,Yes,
D3409,1/14/2025 11:06,Appointment,14:30:00,Yes,No,
D3410,1/9/2025 21:21,Exercise,21:00:00,No,No,
D3411,1/12/2025 3:07,Appointment,9:30:00,Yes,Yes,
D3412,1/2/2025 6:57,Hydration,8:30:00,Yes,No,
D3413,1/27/2025 4:51,Exercise,12:00:00,Yes,Yes,
D3414,1/22/2025 5:26,Hydration,22:00:00,No,No,
D3415,1/22/2025 20:40,Appointment,12:30:00,Yes,Yes,
D3416,1/17/2025 1:32,Medication,18:30:00,Yes,Yes,
D3417,1/17/2025 23:55,Appointment,16:00:00,No,No,
D3418,1/19/2025 9:55,Appointment,19:00:00,No,No,
D3419,1/13/2025 10:37,Hydration,21:30:00,Yes,Yes,
D3420,1/12/2025 9:20,Medication,10:00:00,No,No,
D3421,1/8/2025 1:48,Exercise,22:00:00,Yes,Yes,
D3422,1/3/2025 4:39,Medication,9:00:00,Yes,No,
D3423,1/9/2025 8:30,Exercise,16:00:00,Yes,Yes,
D3424,1/24/2025 13:06,Hydration,8:00:00,No,No,
D3425,1/29/2025 23:36,Appointment,8:00:00,No,No,
D3426,1/14/2025 0:26,Medication,9:30:00,No,No,
D3427,1/20/2025 7:43,Medication,17:00:00,Yes,Yes,
D3428,1/1/2025 12:54,Hydration,9:00:00,No,No,
D3429,1/12/2025 1:20,Exercise,11:30:00,No,No,
D3430,1/1/2025 5:01,Appointment,7:30:00,No,No,
D3431,1/5/2025 3:42,Appointment,16:30:00,No,No,
D3432,1/16/2025 19:13,Exercise,9:00:00,Yes,Yes,
D3433,1/13/2025 5:45,Hydration,17:00:00,Yes,Yes,
D3434,1/12/2025 20:13,Appointment,10:00:00,Yes,Yes,
D3435,1/7/2025 12:38,Hydration,21:30:00,No,No,
D3436,1/28/2025 7:16,Appointment,22:00:00,No,No,
D3437,1/15/2025 7:23,Hydration,16:30:00,No,No,
D3438,1/23/2025 9:44,Medication,13:00:00,No,No,
D3439,1/6/2025 9:27,Appointment,14:00:00,No,No,
D3440,1/3/2025 13:11,Appointment,21:00:00,Yes,No,
D3441,1/10/2025 16:33,Medication,16:30:00,Yes,No,
D3442,1/14/2025 23:55,Hydration,18:30:00,No,No,
D3443,1/9/2025 10:05,Medication,7:00:00,No,No,
D3444,1/2/2025 22:36,Exercise,9:00:00,No,No,
D3445,1/13/2025 3:11,Hydration,12:30:00,No,No,
D3446,1/29/2025 23:27,Exercise,17:30:00,No,No,
D3447,1/18/2025 15:09,Hydration,18:30:00,No,No,
D3448,1/7/2025 12:21,Medication,13:00:00,No,No,
D3449,1/3/2025 15:26,Hydration,12:00:00,Yes,Yes,
D3450,1/8/2025 23:12,Hydration,6:30:00,Yes,Yes,
D3451,1/7/2025 10:04,Hydration,16:30:00,No,No,
D3452,1/27/2025 13:19,Appointment,12:00:00,Yes,Yes,
D3453,1/23/2025 20:09,Hydration,15:30:00,Yes,Yes,
D3454,1/23/2025 23:40,Exercise,20:30:00,Yes,Yes,
D3455,1/16/2025 8:07,Medication,6:00:00,Yes,No,
D3456,1/3/2025 2:08,Exercise,9:00:00,Yes,Yes,
D3457,1/17/2025 20:46,Hydration,15:00:00,Yes,Yes,
D3458,1/14/2025 0:02,Hydration,22:30:00,Yes,Yes,
D3459,1/14/2025 2:37,Appointment,13:30:00,No,No,
D3460,1/29/2025 1:34,Medication,14:30:00,Yes,Yes,
D3461,1/2/2025 3:06,Medication,19:00:00,Yes,Yes,
D3462,1/21/2025 10:35,Exercise,12:00:00,No,No,
D3463,1/5/2025 11:53,Appointment,14:30:00,No,No,
D3464,1/16/2025 21:57,Exercise,17:00:00,No,No,
D3465,1/3/2025 9:47,Hydration,11:30:00,Yes,Yes,
D3466,1/6/2025 6:45,Medication,9:00:00,Yes,Yes,
D3467,1/13/2025 8:03,Hydration,13:30:00,No,No,
D3468,1/9/2025 8:37,Appointment,15:30:00,No,No,
D3469,1/25/2025 6:43,Appointment,8:00:00,No,No,
D3470,1/12/2025 10:34,Medication,10:00:00,No,No,
D3471,1/24/2025 5:50,Exercise,16:30:00,Yes,Yes,
D3472,1/4/2025 10:53,Medication,11:30:00,No,No,
D3473,1/28/2025 12:51,Hydration,9:00:00,Yes,No,
D3474,1/1/2025 4:54,Medication,18:00:00,Yes,Yes,
D3475,1/8/2025 22:25,Appointment,17:30:00,Yes,Yes,
D3476,1/11/2025 3:33,Medication,10:30:00,No,No,
D3477,1/21/2025 12:15,Medication,6:00:00,Yes,Yes,
D3478,1/12/2025 4:49,Exercise,6:30:00,Yes,No,
D3479,1/7/2025 6:27,Medication,7:30:00,No,No,
D3480,1/18/2025 0:18,Hydration,18:00:00,No,No,
D3481,1/1/2025 11:00,Hydration,6:00:00,No,No,
D3482,1/4/2025 2:51,Exercise,6:30:00,Yes,Yes,
D3483,1/9/2025 0:33,Hydration,11:00:00,No,No,
D3484,1/30/2025 18:43,Exercise,11:00:00,Yes,Yes,
D3485,1/11/2025 5:15,Medication,15:30:00,Yes,Yes,
D3486,1/15/2025 6:21,Appointment,15:00:00,Yes,Yes,
D3487,1/26/2025 6:12,Medication,13:30:00,Yes,Yes,
D3488,1/24/2025 23:02,Exercise,12:30:00,Yes,Yes,
D3489,1/28/2025 19:54,Exercise,8:30:00,No,No,
D3490,1/27/2025 22:03,Hydration,19:30:00,Yes,Yes,
D3491,1/19/2025 21:52,Appointment,7:30:00,Yes,Yes,
D3492,1/2/2025 9:11,Medication,8:00:00,Yes,Yes,
D3493,1/12/2025 14:11,Hydration,20:00:00,Yes,No,
D3494,1/7/2025 4:43,Appointment,16:00:00,No,No,
D3495,1/27/2025 2:13,Exercise,6:00:00,No,No,
D3496,1/11/2025 18:03,Medication,12:30:00,Yes,Yes,
D3497,1/21/2025 5:27,Appointment,13:30:00,No,No,
D3498,1/25/2025 1:48,Medication,16:30:00,No,No,
D3499,1/8/2025 14:45,Exercise,22:00:00,No,No,
D3500,1/22/2025 12:00,Exercise,19:30:00,No,No,
D3501,1/15/2025 4:25,Appointment,16:30:00,No,No,
D3502,1/3/2025 20:43,Appointment,10:00:00,No,No,
D3503,1/8/2025 4:13,Appointment,15:00:00,No,No,
D3504,1/28/2025 3:02,Appointment,15:00:00,No,No,
D3505,1/24/2025 3:15,Appointment,6:00:00,Yes,Yes,
D3506,1/1/2025 5:46,Appointment,18:00:00,No,No,
D3507,1/1/2025 12:13,Hydration,10:30:00,Yes,Yes,
D3508,1/22/2025 9:03,Medication,6:30:00,Yes,Yes,
D3509,1/30/2025 9:05,Medication,13:30:00,No,No,
D3510,1/20/2025 2:33,Hydration,21:30:00,Yes,Yes,
D3511,1/19/2025 5:24,Medication,6:30:00,Yes,Yes,
D3512,1/7/2025 17:10,Hydration,9:00:00,No,No,
D3513,1/28/2025 21:00,Appointment,9:00:00,Yes,Yes,
D3514,1/21/2025 8:33,Hydration,20:00:00,No,No,
D3515,1/4/2025 1:24,Hydration,14:00:00,Yes,Yes,
D3516,1/2/2025 5:34,Hydration,22:00:00,No,No,
D3517,1/30/2025 15:22,Exercise,12:00:00,No,No,
D3518,1/9/2025 15:36,Hydration,17:30:00,No,No,
D3519,1/11/2025 9:19,Hydration,22:30:00,No,No,
D3520,1/9/2025 3:02,Medication,14:30:00,No,No,
D3521,1/25/2025 10:50,Exercise,14:30:00,No,No,
D3522,1/5/2025 6:47,Hydration,18:30:00,Yes,Yes,
D3523,1/16/2025 13:57,Medication,12:30:00,Yes,Yes,
D3524,1/9/2025 0:33,Exercise,22:00:00,Yes,Yes,
D3525,1/19/2025 0:04,Exercise,19:00:00,Yes,No,
D3526,1/26/2025 15:14,Exercise,9:30:00,Yes,No,
D3527,1/27/2025 20:27,Appointment,7:00:00,No,No,
D3528,1/2/2025 9:49,Appointment,21:00:00,No,No,
D3529,1/7/2025 13:19,Appointment,15:30:00,No,No,
D3530,1/12/2025 14:44,Exercise,6:30:00,Yes,Yes,
D3531,1/15/2025 0:31,Exercise,7:00:00,Yes,Yes,
D3532,1/30/2025 7:18,Exercise,18:30:00,No,No,
D3533,1/1/2025 23:10,Appointment,15:00:00,Yes,Yes,
D3534,1/17/2025 14:56,Appointment,9:00:00,No,No,
D3535,1/27/2025 18:37,Appointment,22:30:00,Yes,Yes,
D3536,1/24/2025 21:39,Medication,12:00:00,Yes,Yes,
D3537,1/24/2025 5:20,Medication,14:30:00,Yes,Yes,
D3538,1/5/2025 11:09,Appointment,7:30:00,Yes,Yes,
D3539,1/17/2025 0:40,Appointment,17:00:00,Yes,Yes,
D3540,1/24/2025 17:01,Hydration,18:30:00,Yes,Yes,
D3541,1/4/2025 20:21,Medication,22:00:00,Yes,Yes,
D3542,1/28/2025 9:21,Hydration,22:30:00,No,No,
D3543,1/22/2025 20:19,Medication,18:30:00,No,No,
D3544,1/10/2025 9:02,Appointment,20:30:00,No,No,
D3545,1/26/2025 9:37,Medication,10:30:00,No,No,
D3546,1/22/2025 5:31,Medication,6:00:00,Yes,Yes,
D3547,1/19/2025 1:01,Medication,17:00:00,No,No,
D3548,1/8/2025 18:35,Appointment,6:00:00,Yes,Yes,
D3549,1/21/2025 2:39,Exercise,20:00:00,Yes,Yes,
D3550,1/6/2025 17:12,Medication,16:00:00,No,No,
D3551,1/20/2025 5:07,Appointment,21:30:00,No,No,
D3552,1/27/2025 12:14,Hydration,9:30:00,No,No,
D3553,1/11/2025 10:18,Appointment,22:00:00,Yes,Yes,
D3554,1/29/2025 5:12,Medication,17:00:00,Yes,Yes,
D3555,1/29/2025 13:49,Medication,20:30:00,Yes,No,
D3556,1/10/2025 20:16,Hydration,21:00:00,No,No,
D3557,1/4/2025 22:43,Appointment,13:30:00,No,No,
D3558,1/13/2025 17:29,Hydration,8:30:00,Yes,Yes,
D3559,1/28/2025 14:36,Appointment,9:30:00,Yes,No,
D3560,1/5/2025 13:40,Hydration,10:00:00,Yes,No,
D3561,1/12/2025 15:56,Hydration,9:30:00,Yes,Yes,
D3562,1/2/2025 20:47,Hydration,6:00:00,No,No,
D3563,1/12/2025 0:48,Hydration,13:30:00,Yes,Yes,
D3564,1/24/2025 19:50,Hydration,14:00:00,No,No,
D3565,1/21/2025 14:06,Appointment,9:30:00,Yes,Yes,
D3566,1/26/2025 11:46,Appointment,7:30:00,Yes,No,
D3567,1/28/2025 5:08,Hydration,6:00:00,No,No,
D3568,1/22/2025 17:45,Appointment,11:30:00,No,No,
D3569,1/25/2025 17:01,Exercise,16:30:00,No,No,
D3570,1/2/2025 17:47,Appointment,20:30:00,Yes,No,
D3571,1/1/2025 16:24,Appointment,22:00:00,No,No,
D3572,1/20/2025 20:25,Medication,12:00:00,No,No,
D3573,1/5/2025 13:39,Medication,8:30:00,Yes,Yes,
D3574,1/9/2025 8:42,Medication,14:00:00,Yes,No,
D3575,1/6/2025 11:30,Appointment,17:00:00,Yes,Yes,
D3576,1/25/2025 9:21,Medication,14:30:00,Yes,Yes,
D3577,1/30/2025 13:05,Hydration,18:30:00,Yes,Yes,
D3578,1/28/2025 7:15,Appointment,14:30:00,No,No,
D3579,1/2/2025 22:01,Medication,6:30:00,Yes,No,
D3580,1/24/2025 15:19,Hydration,10:30:00,No,No,
D3581,1/25/2025 11:54,Medication,12:30:00,Yes,Yes,
D3582,1/16/2025 20:08,Appointment,22:30:00,No,No,
D3583,1/28/2025 22:16,Exercise,9:00:00,No,No,
D3584,1/27/2025 6:12,Appointment,13:30:00,No,No,
D3585,1/28/2025 18:25,Exercise,9:00:00,No,No,
D3586,1/19/2025 7:27,Medication,11:30:00,Yes,No,
D3587,1/30/2025 5:29,Exercise,22:00:00,Yes,Yes,
D3588,1/2/2025 13:01,Medication,16:30:00,No,No,
D3589,1/11/2025 8:52,Medication,16:00:00,No,No,
D3590,1/4/2025 19:39,Medication,6:00:00,Yes,Yes,
D3591,1/10/2025 10:30,Appointment,14:00:00,No,No,
D3592,1/1/2025 4:08,Hydration,9:30:00,No,No,
D3593,1/12/2025 12:22,Medication,16:30:00,Yes,Yes,
D3594,1/7/2025 22:42,Hydration,9:00:00,No,No,
D3595,1/19/2025 12:27,Medication,6:00:00,No,No,
D3596,1/26/2025 4:33,Hydration,21:30:00,No,No,
D3597,1/10/2025 2:45,Medication,11:30:00,No,No,
D3598,1/5/2025 16:51,Appointment,10:00:00,No,No,
D3599,1/30/2025 15:31,Medication,18:00:00,Yes,Yes,
D3600,1/30/2025 13:46,Medication,17:00:00,Yes,Yes,
D3601,1/25/2025 16:18,Medication,21:30:00,Yes,Yes,
D3602,1/28/2025 16:11,Exercise,22:30:00,No,No,
D3603,1/25/2025 17:33,Appointment,9:00:00,No,No,
D3604,1/22/2025 9:56,Appointment,16:30:00,Yes,Yes,
D3605,1/2/2025 16:21,Appointment,17:00:00,Yes,Yes,
D3606,1/16/2025 8:47,Exercise,14:30:00,No,No,
D3607,1/13/2025 6:57,Exercise,16:00:00,Yes,No,
D3608,1/11/2025 0:37,Hydration,20:00:00,No,No,
D3609,1/1/2025 21:47,Appointment,15:00:00,Yes,Yes,
D3610,1/12/2025 15:24,Medication,6:30:00,No,No,
D3611,1/13/2025 14:31,Hydration,16:00:00,Yes,Yes,
D3612,1/24/2025 12:41,Hydration,16:00:00,No,No,
D3613,1/29/2025 11:39,Appointment,22:30:00,No,No,
D3614,1/24/2025 17:53,Medication,13:00:00,Yes,Yes,
D3615,1/21/2025 19:09,Appointment,8:00:00,Yes,Yes,
D3616,1/30/2025 9:19,Medication,7:00:00,Yes,Yes,
D3617,1/30/2025 1:30,Hydration,9:30:00,Yes,Yes,
D3618,1/4/2025 9:21,Exercise,20:30:00,No,No,
D3619,1/4/2025 15:23,Medication,19:00:00,Yes,No,
D3620,1/11/2025 0:29,Hydration,20:30:00,Yes,Yes,
D3621,1/25/2025 23:05,Medication,19:30:00,No,No,
D3622,1/26/2025 20:27,Exercise,21:30:00,Yes,No,
D3623,1/24/2025 21:51,Medication,13:30:00,Yes,Yes,
D3624,1/27/2025 10:25,Exercise,18:00:00,No,No,
D3625,1/3/2025 18:35,Appointment,17:30:00,No,No,
D3626,1/26/2025 22:30,Hydration,9:00:00,Yes,Yes,
D3627,1/22/2025 18:10,Medication,18:00:00,No,No,
D3628,1/6/2025 21:16,Medication,22:00:00,No,No,
D3629,1/20/2025 20:54,Appointment,17:30:00,No,No,
D3630,1/7/2025 2:49,Hydration,10:30:00,Yes,Yes,
D3631,1/28/2025 5:08,Hydration,21:00:00,Yes,No,
D3632,1/6/2025 17:56,Exercise,16:00:00,Yes,Yes,
D3633,1/4/2025 11:38,Medication,21:00:00,No,No,
D3634,1/13/2025 13:00,Hydration,12:00:00,No,No,
D3635,1/28/2025 22:49,Hydration,14:30:00,No,No,
D3636,1/5/2025 12:16,Hydration,6:30:00,No,No,
D3637,1/25/2025 21:44,Exercise,7:30:00,Yes,Yes,
D3638,1/9/2025 7:15,Medication,7:30:00,No,No,
D3639,1/1/2025 14:58,Medication,21:30:00,Yes,Yes,
D3640,1/2/2025 15:40,Hydration,13:30:00,No,No,
D3641,1/28/2025 13:48,Exercise,8:30:00,No,No,
D3642,1/12/2025 4:37,Appointment,10:30:00,No,No,
D3643,1/12/2025 1:58,Medication,20:00:00,No,No,
D3644,1/16/2025 8:27,Exercise,14:30:00,No,No,
D3645,1/2/2025 18:27,Exercise,10:30:00,No,No,
D3646,1/2/2025 20:53,Hydration,17:00:00,No,No,
D3647,1/27/2025 9:28,Appointment,12:30:00,Yes,Yes,
D3648,1/17/2025 16:54,Medication,18:00:00,Yes,Yes,
D3649,1/6/2025 8:31,Exercise,16:30:00,Yes,No,
D3650,1/6/2025 0:33,Medication,12:00:00,No,No,
D3651,1/12/2025 22:18,Exercise,15:30:00,No,No,
D3652,1/20/2025 21:25,Hydration,7:30:00,Yes,Yes,
D3653,1/22/2025 21:12,Hydration,12:00:00,No,No,
D3654,1/25/2025 6:34,Exercise,9:30:00,Yes,Yes,
D3655,1/27/2025 22:54,Exercise,8:00:00,No,No,
D3656,1/10/2025 9:28,Hydration,22:00:00,Yes,Yes,
D3657,1/4/2025 13:47,Hydration,17:30:00,No,No,
D3658,1/25/2025 6:57,Appointment,18:30:00,Yes,Yes,
D3659,1/18/2025 7:39,Hydration,11:00:00,Yes,Yes,
D3660,1/16/2025 3:57,Exercise,12:30:00,Yes,No,
D3661,1/27/2025 21:43,Medication,19:30:00,Yes,Yes,
D3662,1/19/2025 20:50,Hydration,20:00:00,Yes,Yes,
D3663,1/19/2025 18:07,Hydration,22:30:00,No,No,
D3664,1/28/2025 21:16,Medication,13:30:00,Yes,Yes,
D3665,1/4/2025 7:24,Appointment,9:30:00,Yes,Yes,
D3666,1/27/2025 8:20,Hydration,16:00:00,No,No,
D3667,1/1/2025 19:42,Exercise,19:30:00,No,No,
D3668,1/20/2025 11:05,Hydration,7:00:00,No,No,
D3669,1/17/2025 10:55,Appointment,17:30:00,No,No,
D3670,1/5/2025 20:56,Hydration,7:30:00,No,No,
D3671,1/17/2025 3:09,Exercise,10:30:00,Yes,Yes,
D3672,1/21/2025 16:39,Hydration,8:00:00,Yes,Yes,
D3673,1/28/2025 10:43,Appointment,22:30:00,Yes,Yes,
D3674,1/3/2025 8:11,Appointment,9:00:00,Yes,Yes,
D3675,1/24/2025 1:47,Appointment,7:00:00,No,No,
D3676,1/15/2025 10:59,Appointment,15:00:00,Yes,Yes,
D3677,1/22/2025 10:55,Medication,9:00:00,No,No,
D3678,1/2/2025 21:14,Hydration,19:30:00,Yes,Yes,
D3679,1/8/2025 9:08,Appointment,16:00:00,No,No,
D3680,1/4/2025 21:23,Exercise,19:00:00,Yes,Yes,
D3681,1/5/2025 10:52,Medication,10:30:00,Yes,Yes,
D3682,1/13/2025 15:09,Hydration,19:30:00,Yes,No,
D3683,1/10/2025 10:30,Hydration,22:00:00,Yes,Yes,
D3684,1/24/2025 4:40,Appointment,14:30:00,Yes,Yes,
D3685,1/2/2025 4:26,Appointment,15:00:00,Yes,Yes,
D3686,1/16/2025 20:36,Medication,13:30:00,No,No,
D3687,1/29/2025 5:32,Exercise,22:00:00,Yes,Yes,
D3688,1/7/2025 8:53,Hydration,14:30:00,Yes,Yes,
D3689,1/6/2025 9:00,Exercise,7:00:00,No,No,
D3690,1/25/2025 14:28,Exercise,7:00:00,Yes,Yes,
D3691,1/24/2025 20:09,Appointment,21:00:00,No,No,
D3692,1/20/2025 1:28,Appointment,20:00:00,No,No,
D3693,1/29/2025 18:50,Medication,8:30:00,Yes,Yes,
D3694,1/13/2025 15:40,Hydration,15:30:00,Yes,No,
D3695,1/25/2025 20:27,Hydration,6:30:00,Yes,Yes,
D3696,1/12/2025 13:57,Medication,16:00:00,No,No,
D3697,1/14/2025 10:43,Appointment,15:30:00,Yes,Yes,
D3698,1/5/2025 3:47,Medication,21:00:00,Yes,Yes,
D3699,1/29/2025 18:55,Medication,11:00:00,Yes,No,
D3700,1/28/2025 9:40,Medication,6:30:00,Yes,No,
D3701,1/1/2025 13:11,Exercise,22:30:00,No,No,
D3702,1/23/2025 23:42,Hydration,20:00:00,No,No,
D3703,1/28/2025 13:22,Exercise,7:30:00,No,No,
D3704,1/10/2025 12:01,Appointment,6:00:00,No,No,
D3705,1/18/2025 22:58,Medication,14:00:00,Yes,Yes,
D3706,1/1/2025 5:31,Appointment,20:30:00,Yes,Yes,
D3707,1/3/2025 16:03,Appointment,11:00:00,Yes,Yes,
D3708,1/30/2025 3:27,Hydration,6:30:00,Yes,Yes,
D3709,1/18/2025 1:10,Exercise,15:30:00,No,No,
D3710,1/14/2025 0:11,Medication,6:30:00,No,No,
D3711,1/27/2025 15:14,Exercise,13:00:00,No,No,
D3712,1/7/2025 5:33,Hydration,16:30:00,No,No,
D3713,1/29/2025 2:42,Appointment,17:00:00,Yes,Yes,
D3714,1/23/2025 9:01,Appointment,8:30:00,Yes,Yes,
D3715,1/22/2025 9:19,Exercise,14:00:00,No,No,
D3716,1/28/2025 21:36,Hydration,16:00:00,No,No,
D3717,1/21/2025 4:47,Exercise,9:30:00,No,No,
D3718,1/4/2025 9:58,Medication,12:00:00,No,No,
D3719,1/11/2025 16:14,Hydration,17:30:00,No,No,
D3720,1/1/2025 20:16,Hydration,22:00:00,Yes,No,
D3721,1/26/2025 9:24,Medication,11:30:00,Yes,No,
D3722,1/18/2025 3:44,Appointment,20:00:00,Yes,Yes,
D3723,1/15/2025 1:16,Appointment,14:00:00,Yes,Yes,
D3724,1/24/2025 11:11,Medication,19:00:00,Yes,Yes,
D3725,1/17/2025 12:31,Appointment,20:30:00,Yes,Yes,
D3726,1/29/2025 18:35,Appointment,21:00:00,No,No,
D3727,1/30/2025 11:09,Hydration,22:30:00,No,No,
D3728,1/30/2025 14:38,Hydration,13:30:00,Yes,Yes,
D3729,1/16/2025 2:02,Hydration,20:00:00,Yes,Yes,
D3730,1/7/2025 0:10,Hydration,20:30:00,No,No,
D3731,1/19/2025 23:18,Medication,20:30:00,No,No,
D3732,1/25/2025 22:04,Medication,9:30:00,Yes,Yes,
D3733,1/23/2025 5:49,Exercise,10:00:00,No,No,
D3734,1/15/2025 1:57,Appointment,16:30:00,No,No,
D3735,1/24/2025 3:07,Hydration,14:30:00,Yes,Yes,
D3736,1/11/2025 11:42,Appointment,13:00:00,Yes,Yes,
D3737,1/30/2025 19:45,Exercise,10:00:00,No,No,
D3738,1/9/2025 6:23,Hydration,10:30:00,Yes,Yes,
D3739,1/16/2025 20:06,Medication,14:00:00,No,No,
D3740,1/22/2025 23:59,Appointment,9:00:00,No,No,
D3741,1/4/2025 22:52,Medication,16:30:00,Yes,No,
D3742,1/22/2025 8:53,Medication,21:00:00,Yes,Yes,
D3743,1/4/2025 13:22,Exercise,7:00:00,Yes,Yes,
D3744,1/26/2025 11:15,Exercise,8:30:00,Yes,No,
D3745,1/28/2025 15:33,Medication,17:30:00,Yes,Yes,
D3746,1/25/2025 17:01,Hydration,15:30:00,No,No,
D3747,1/3/2025 19:11,Medication,10:00:00,No,No,
D3748,1/9/2025 5:45,Hydration,13:00:00,No,No,
D3749,1/14/2025 20:59,Hydration,10:30:00,No,No,
D3750,1/10/2025 9:01,Exercise,20:30:00,Yes,No,
D3751,1/28/2025 6:28,Hydration,12:30:00,No,No,
D3752,1/10/2025 23:40,Exercise,14:00:00,Yes,Yes,
D3753,1/5/2025 14:40,Exercise,15:30:00,No,No,
D3754,1/9/2025 1:50,Medication,6:00:00,No,No,
D3755,1/26/2025 6:37,Exercise,9:30:00,No,No,
D3756,1/14/2025 1:57,Medication,15:00:00,No,No,
D3757,1/16/2025 12:30,Medication,21:00:00,No,No,
D3758,1/24/2025 15:16,Exercise,9:00:00,Yes,Yes,
D3759,1/3/2025 19:19,Exercise,9:30:00,Yes,Yes,
D3760,1/3/2025 17:24,Hydration,13:30:00,No,No,
D3761,1/27/2025 1:59,Appointment,14:00:00,No,No,
D3762,1/13/2025 14:24,Exercise,17:00:00,Yes,Yes,
D3763,1/24/2025 1:10,Exercise,21:00:00,Yes,Yes,
D3764,1/17/2025 8:52,Appointment,14:30:00,No,No,
D3765,1/21/2025 21:06,Exercise,22:00:00,Yes,Yes,
D3766,1/5/2025 14:11,Appointment,12:00:00,Yes,Yes,
D3767,1/6/2025 20:05,Exercise,20:00:00,Yes,Yes,
D3768,1/3/2025 19:45,Medication,13:00:00,No,No,
D3769,1/16/2025 10:20,Exercise,7:00:00,Yes,Yes,
D3770,1/27/2025 14:19,Medication,18:00:00,No,No,
D3771,1/27/2025 19:32,Medication,17:00:00,No,No,
D3772,1/9/2025 1:23,Exercise,18:00:00,No,No,
D3773,1/30/2025 3:09,Appointment,19:30:00,No,No,
D3774,1/27/2025 16:32,Hydration,14:00:00,No,No,
D3775,1/8/2025 23:04,Hydration,10:00:00,No,No,
D3776,1/1/2025 14:32,Hydration,17:00:00,Yes,Yes,
D3777,1/5/2025 16:18,Medication,7:00:00,No,No,
D3778,1/11/2025 3:17,Hydration,6:30:00,Yes,Yes,
D3779,1/5/2025 1:44,Hydration,11:30:00,No,No,
D3780,1/4/2025 17:52,Medication,14:30:00,Yes,Yes,
D3781,1/27/2025 11:17,Medication,9:00:00,Yes,No,
D3782,1/18/2025 4:41,Medication,16:00:00,No,No,
D3783,1/8/2025 20:07,Medication,11:30:00,No,No,
D3784,1/15/2025 23:24,Hydration,11:00:00,Yes,Yes,
D3785,1/10/2025 19:27,Appointment,21:00:00,Yes,Yes,
D3786,1/14/2025 23:40,Exercise,10:30:00,Yes,Yes,
D3787,1/17/2025 18:54,Medication,8:30:00,Yes,Yes,
D3788,1/11/2025 15:12,Appointment,17:00:00,No,No,
D3789,1/23/2025 6:14,Appointment,17:00:00,Yes,Yes,
D3790,1/20/2025 22:23,Hydration,14:00:00,No,No,
D3791,1/25/2025 6:06,Appointment,7:00:00,Yes,Yes,
D3792,1/2/2025 11:54,Exercise,6:30:00,No,No,
D3793,1/29/2025 10:18,Exercise,11:30:00,Yes,Yes,
D3794,1/18/2025 10:47,Medication,11:00:00,No,No,
D3795,1/25/2025 20:50,Medication,21:30:00,Yes,No,
D3796,1/9/2025 17:44,Appointment,11:30:00,Yes,Yes,
D3797,1/15/2025 3:19,Medication,14:00:00,Yes,No,
D3798,1/10/2025 4:50,Appointment,10:00:00,Yes,No,
D3799,1/7/2025 0:37,Exercise,17:30:00,No,No,
D3800,1/27/2025 0:15,Hydration,13:00:00,Yes,Yes,
D3801,1/21/2025 11:55,Appointment,13:00:00,Yes,Yes,
D3802,1/13/2025 7:58,Exercise,15:00:00,No,No,
D3803,1/28/2025 14:04,Medication,18:30:00,Yes,Yes,
D3804,1/8/2025 12:34,Appointment,13:00:00,Yes,Yes,
D3805,1/29/2025 2:42,Hydration,11:00:00,No,No,
D3806,1/15/2025 3:17,Appointment,8:30:00,No,No,
D3807,1/5/2025 14:54,Medication,15:00:00,Yes,Yes,
D3808,1/24/2025 8:52,Medication,7:00:00,No,No,
D3809,1/8/2025 23:32,Exercise,22:30:00,No,No,
D3810,1/17/2025 22:08,Exercise,12:30:00,Yes,Yes,
D3811,1/16/2025 15:54,Hydration,8:30:00,No,No,
D3812,1/23/2025 11:03,Appointment,14:30:00,Yes,Yes,
D3813,1/27/2025 1:50,Hydration,13:00:00,Yes,Yes,
D3814,1/22/2025 0:04,Medication,10:30:00,No,No,
D3815,1/22/2025 21:28,Appointment,12:00:00,Yes,No,
D3816,1/28/2025 6:13,Medication,18:30:00,Yes,Yes,
D3817,1/11/2025 8:08,Exercise,16:00:00,Yes,Yes,
D3818,1/15/2025 22:19,Medication,16:30:00,No,No,
D3819,1/11/2025 5:29,Exercise,17:00:00,No,No,
D3820,1/16/2025 11:44,Hydration,6:30:00,No,No,
D3821,1/5/2025 4:05,Exercise,7:30:00,Yes,No,
D3822,1/18/2025 6:06,Medication,15:30:00,Yes,No,
